Geo Point;Geo Shape;N_SQ_SPVP;N_SQ_CA;N_SQ_PC
48.8779283381,2.28443829684;"{""coordinates"": [[[2.284622363425471, 48.87794466651746], [2.284616401402679, 48.877941151341254], [2.284534650982003, 48.87788996786145], [2.284506553975787, 48.87786838663759], [2.284494634558417, 48.87785903690104], [2.284481011459133, 48.877848843291645], [2.28447930568171, 48.877850037313245], [2.28446653313212, 48.87784075711977], [2.284469090111107, 48.877839634737285], [2.284455467750264, 48.87782909038636], [2.284453761985156, 48.877830283508324], [2.284441842409195, 48.87782114511017], [2.284443548186631, 48.87781995108908], [2.284429924872375, 48.87780947687786], [2.284428218707754, 48.87781059984854], [2.284416298741122, 48.877801391296764], [2.284418004518497, 48.877800197276], [2.284404381214545, 48.877789723061674], [2.28440267640097, 48.87779084693942], [2.28439075645573, 48.87778163748564], [2.284392461256906, 48.87778051450734], [2.284377987656506, 48.87776940746715], [2.284366050146242, 48.87777586531877], [2.284352408794894, 48.87778337600413], [2.284346440823715, 48.87778674612996], [2.284344737248961, 48.87778519987201], [2.28433196586799, 48.87777563907613], [2.28431661851046, 48.877784062282004], [2.284296154727616, 48.87779550456127], [2.284288481712995, 48.877799717065415], [2.284268871236199, 48.87781087845122], [2.284261197664954, 48.87781523034806], [2.284241586200126, 48.87782646277127], [2.284226239034739, 48.877835167460105], [2.284239010467552, 48.877845220206375], [2.284240713242288, 48.877846626163866], [2.284234743740414, 48.877850205821204], [2.284221101773579, 48.87785785768413], [2.284210017200261, 48.87786445642017], [2.284224491977093, 48.877875774831836], [2.28423641096274, 48.87788505354491], [2.28425003482239, 48.877895387483704], [2.28425429668562, 48.87789363316998], [2.284265364796371, 48.877902420249484], [2.284261954768779, 48.87790459695056], [2.284275578074135, 48.87791507117999], [2.28427984033759, 48.87791338701633], [2.284290909021281, 48.877922033799564], [2.284287498041904, 48.877924279744846], [2.284300268379477, 48.877934613071275], [2.284302826729965, 48.877933490700556], [2.284314745742878, 48.87794276940535], [2.284313041321877, 48.877943963432614], [2.284326664248368, 48.87795436750492], [2.284328369056478, 48.8779532445277], [2.284340289441873, 48.87796252323795], [2.284338583257847, 48.87796364710645], [2.284352206828937, 48.87797440192224], [2.284353912600988, 48.87797320880187], [2.284359873304219, 48.87797721592246], [2.284373495178063, 48.877988392516166], [2.284375198467478, 48.87798916623823], [2.284388820512385, 48.878000132385424], [2.28439392993439, 48.8780035777237], [2.284391371982049, 48.87800477024722], [2.284406698053817, 48.878016159375605], [2.284408404237993, 48.87801503550617], [2.284420324416545, 48.87802403361233], [2.284417766451448, 48.87802522703564], [2.284443309430569, 48.878044840542856], [2.284463771763375, 48.87803529494089], [2.284516564191103, 48.878071992391], [2.284537858986022, 48.878080854953794], [2.284560862044457, 48.87808486948523], [2.28458557446326, 48.87808375719545], [2.28460858888507, 48.87807751480889], [2.284626495087226, 48.87806684411831], [2.284639292238271, 48.87805279824838], [2.284644422027349, 48.87803699331673], [2.2846410297599, 48.878020902732466], [2.284630820208981, 48.87800628499981], [2.284583141345427, 48.877967271778154], [2.284622363425471, 48.87794466651746]]], ""type"": ""Polygon""}";848;17;750057660
48.8709168981,2.35639543864;"{""coordinates"": [[[2.356273561116914, 48.8710659425697], [2.356317009733367, 48.871054693466775], [2.356583662876108, 48.87098586626584], [2.356464301607697, 48.87078390212216], [2.356151647379384, 48.87086552385037], [2.356178076895983, 48.87091202874659], [2.356183188575448, 48.870910762991414], [2.356408096035063, 48.87085170868293], [2.356477152547356, 48.87096417630149], [2.356246279476302, 48.87102119402493], [2.356273561116914, 48.8710659425697]]], ""type"": ""Polygon""}";1301;10;750021244
48.8484896006,2.30743930096;"{""coordinates"": [[[2.307725667251591, 48.84838855181578], [2.307599677862778, 48.848303440091804], [2.307533225935125, 48.84834663049349], [2.307500851416568, 48.84836819058673], [2.307419062703764, 48.84842310976971], [2.307390948880636, 48.84844080745349], [2.307324496377276, 48.84848462998412], [2.30715753122653, 48.84856200933765], [2.307275837207293, 48.848679226512594], [2.307290320534638, 48.84866967550529], [2.307424077492847, 48.84858378644496], [2.307433448759574, 48.848577957965595], [2.307629397006392, 48.84845147620855], [2.307725667251591, 48.84838855181578]]], ""type"": ""Polygon""}";4718;7;750014121
48.823587581,2.33557247869;"{""coordinates"": [[[2.335682907320765, 48.82362092803864], [2.335677257410982, 48.823611951425136], [2.335681667480387, 48.82361080043581], [2.335666256552665, 48.82358678413763], [2.335663344663195, 48.823587515344975], [2.335643068091998, 48.823556364217275], [2.335638521315114, 48.823554561783304], [2.335619845346747, 48.823554824970856], [2.335619844767191, 48.82355316021646], [2.335614792852933, 48.82355316002948], [2.335614792379043, 48.823555548778394], [2.335598867063178, 48.82355554843735], [2.335597713691526, 48.823554028373714], [2.335548988580186, 48.82355508063288], [2.335546109237237, 48.82355731937801], [2.335513865480879, 48.82355824015358], [2.33547072801174, 48.82355947182734], [2.335474846248733, 48.823612743365516], [2.335501483175478, 48.823613791663895], [2.335635852274089, 48.82361907652167], [2.335672846656244, 48.82362053218281], [2.335682907320765, 48.82362092803864]]], ""type"": ""Polygon""}";5449;14;750040064
48.8506962738,2.38159545934;"{""coordinates"": [[[2.381609403194865, 48.85064182510612], [2.381542121732562, 48.85064079833614], [2.38156181135443, 48.850755026240144], [2.381641867169354, 48.85075344883888], [2.381637508207063, 48.85064223567076], [2.381609403194865, 48.85064182510612]]], ""type"": ""Polygon""}";4483;11;750027905
48.8506054206,2.33743951975;"{""coordinates"": [[[2.337476291881601, 48.85067084067188], [2.337605745424222, 48.85066275991129], [2.337597227026059, 48.850604306684644], [2.337592969360416, 48.85057999866414], [2.337584451829289, 48.850523301882], [2.337294887411855, 48.85054543512584], [2.337269338497923, 48.8506834178242], [2.337460110436111, 48.85067168370287], [2.337476291881601, 48.85067084067188]]], ""type"": ""Polygon""}";4499;6;750011569
48.850671865,2.34983420174;"{""coordinates"": [[[2.349942083790154, 48.85071880623794], [2.349836448160277, 48.85060247522703], [2.349722331531825, 48.850627640505984], [2.349755554492322, 48.85066030581293], [2.349840742836965, 48.85074256519569], [2.349942083790154, 48.85071880623794]]], ""type"": ""Polygon""}";4488;5;750007054
48.8646126627,2.34690590585;"{""coordinates"": [[[2.347009253960647, 48.86464258150358], [2.346981905414774, 48.86457220871606], [2.346952962971779, 48.864573641734836], [2.346950407077636, 48.86457364217793], [2.346942739406479, 48.8645736426076], [2.346804733013848, 48.86458152408852], [2.346829452954908, 48.8646543072059], [2.347009253960647, 48.86464258150358]]], ""type"": ""Polygon""}";2600;2;750002442
48.8535045758,2.34060603855;"{""coordinates"": [[[2.340726451482572, 48.853550973014855], [2.340694928826463, 48.85343765150356], [2.340473486602668, 48.85345634824386], [2.340538224766936, 48.853578028916], [2.340726451482572, 48.853550973014855]]], ""type"": ""Polygon""}";3750;6;750011752
48.8647247973,2.34366453694;"{""coordinates"": [[[2.34382048747737, 48.864290404401], [2.343393699915041, 48.864393145013366], [2.342855316577322, 48.86452230753226], [2.342857872459297, 48.86452652240948], [2.342843392444091, 48.86454549194131], [2.342838281950094, 48.86454668698997], [2.342892815444797, 48.864651645958595], [2.343099877164216, 48.86505138958648], [2.343151003392671, 48.865150868859004], [2.343153559192274, 48.86515606761032], [2.343160374969996, 48.86515466246731], [2.34316548647756, 48.865157823838345], [2.343171450706132, 48.86516049345055], [2.34317826670984, 48.86516253010137], [2.343180822423295, 48.865163303174434], [2.343185081622107, 48.86516400465513], [2.343191897200136, 48.86516477772298], [2.343198712582054, 48.865164917650446], [2.343206378769433, 48.86516428521244], [2.343209786934033, 48.86516372293885], [2.343211490770702, 48.865167515833804], [2.343697915575843, 48.86505065137801], [2.343740510743232, 48.86504053168915], [2.344160486462321, 48.864939687038465], [2.344190301975278, 48.86493237776066], [2.344669055359043, 48.864817406308724], [2.344683537131107, 48.86481396286939], [2.344681833368147, 48.86481058998931], [2.344680981901953, 48.86480946654167], [2.344681833268672, 48.86480778043433], [2.344682684860992, 48.86480672656792], [2.344684387761438, 48.86480637525473], [2.344694611588498, 48.86480440680874], [2.344699721799212, 48.864803774669724], [2.344707389572926, 48.864801384823906], [2.344711648808557, 48.864799698489186], [2.344716759556187, 48.86479674784042], [2.344721017790127, 48.86479351552544], [2.344725277561879, 48.864789510681156], [2.344728684005587, 48.86478550566137], [2.344731238659598, 48.86478072793701], [2.344732090255712, 48.86477588063205], [2.344732942513734, 48.86477412348093], [2.34473294189092, 48.86476983809744], [2.34473123733993, 48.86476555237821], [2.34472953220118, 48.86476218039051], [2.344726123485198, 48.86475726299372], [2.344723567118328, 48.864753398900135], [2.344718455329807, 48.8647496053535], [2.344714195731936, 48.86474644421556], [2.344708231460296, 48.86474377557856], [2.344702268309016, 48.8647416681388], [2.344699713142114, 48.86474117659598], [2.344692045730116, 48.86473942046172], [2.34468523010641, 48.864738437031754], [2.344682673723554, 48.86473836727485], [2.34468096981419, 48.8647371735073], [2.344680969696737, 48.86473555738323], [2.344681821651227, 48.864732957544206], [2.34468437727762, 48.86473092013098], [2.344439010470362, 48.86460532012014], [2.344404931214152, 48.864587829138706], [2.344000249203644, 48.86438102314416], [2.343966170732436, 48.86436360128653], [2.34394402043643, 48.8643522920067], [2.343829006248564, 48.86429468972351], [2.34382048747737, 48.864290404401]], [[2.343607576867104, 48.86477216294439], [2.34353940903945, 48.864650975493916], [2.344065865397055, 48.864524340058296], [2.344131479961073, 48.864648758962296], [2.343607576867104, 48.86477216294439]]], ""type"": ""Polygon""}";2477;1;750076184
48.8566621697,2.28279894422;"{""coordinates"": [[[2.28253781169505, 48.85637323811752], [2.282513093785223, 48.85638826118477], [2.282420191785673, 48.85644329793369], [2.282306833249589, 48.85651090006257], [2.28229823151116, 48.85658789647922], [2.282300784402555, 48.85658937324774], [2.282299079853011, 48.856590426065466], [2.282328022135224, 48.8566072314797], [2.282328873888257, 48.85660624819361], [2.283011551422098, 48.85701061330372], [2.283061844645057, 48.85697473617821], [2.283063546933812, 48.85697642277991], [2.283326909593318, 48.856822967305895], [2.283339693602372, 48.85681566643889], [2.282651168352293, 48.85630661965175], [2.28262474821848, 48.85632164153154], [2.28253781169505, 48.85637323811752]]], ""type"": ""Polygon""}";3273;16;750079288
48.8487888391,2.3507824974;"{""coordinates"": [[[2.350458918604833, 48.84886578401008], [2.350641904774345, 48.84910373101234], [2.350670855742059, 48.84909938415643], [2.350694552711086, 48.84913238427354], [2.350894563777858, 48.84906809078047], [2.35083927340881, 48.84899601218498], [2.351198503086602, 48.848881323981296], [2.350898344631998, 48.84846708768027], [2.350827279273644, 48.848458411823515], [2.350494387715215, 48.848634758902406], [2.350477276335287, 48.84862347080283], [2.350449645734866, 48.84863910722411], [2.350428598146773, 48.84866690182314], [2.350424654429276, 48.84868253463249], [2.350427290249042, 48.84870164140831], [2.350445722514071, 48.8487329051245], [2.350461513337998, 48.84872769273738], [2.350472046186106, 48.848746798315354], [2.350460204539885, 48.84875201055931], [2.350491799310025, 48.84879716885202], [2.350512854378026, 48.848791955357505], [2.350545765699952, 48.84883798146616], [2.350540501626041, 48.84883971922959], [2.350458918604833, 48.84886578401008]]], ""type"": ""Polygon""}";5657;5;750008652
48.8565871298,2.3419377124;"{""coordinates"": [[[2.341952370885587, 48.856640561601886], [2.341992399675005, 48.85660423744894], [2.342014545061924, 48.85658779675325], [2.342020506701959, 48.85658238665532], [2.341951510032852, 48.85654943990548], [2.341920844978587, 48.856534476923514], [2.341856969257157, 48.856591387374536], [2.341952370885587, 48.856640561601886]]], ""type"": ""Polygon""}";3308;1;750000002
48.8214386564,2.33186119314;"{""coordinates"": [[[2.331022503036737, 48.82143586804769], [2.3311212141096, 48.82162991855834], [2.331112702541712, 48.82163153480249], [2.331128019205211, 48.82166300978598], [2.331118656444893, 48.82166525713187], [2.331119507948984, 48.82166778645823], [2.331135676362436, 48.82169954321345], [2.331137378167112, 48.821701510685585], [2.331145890097729, 48.82169891141801], [2.331162909322838, 48.82173038692427], [2.331169718858722, 48.82172905165683], [2.331185036349849, 48.82175919285222], [2.331239512496325, 48.8217476733672], [2.331297394009792, 48.82173495963563], [2.331350166596016, 48.82172266699893], [2.331345061647903, 48.821712690397455], [2.331337403246753, 48.82169695247102], [2.331334849623328, 48.821694071863455], [2.331337402839455, 48.82169294842343], [2.331318681019702, 48.821657116710796], [2.331330597972549, 48.82165451848338], [2.33133229976964, 48.82165627459809], [2.331501686184576, 48.821618132762566], [2.331543384364966, 48.82170089669027], [2.33160722398521, 48.82168663680198], [2.33160892545239, 48.821689588188455], [2.331654038135875, 48.82167940302237], [2.331653187042046, 48.821676733398824], [2.331714472853713, 48.82166289537937], [2.33171021776591, 48.82165312950125], [2.332174113988794, 48.821550925298936], [2.3321783690981, 48.82156027025071], [2.332240504946943, 48.82154608055407], [2.332242206891695, 48.82154889073157], [2.332286468610811, 48.82153940748862], [2.332285617486988, 48.82153673786926], [2.332346902056417, 48.821522970569994], [2.332304351741646, 48.821438591365556], [2.332477992515424, 48.82139995655752], [2.332478843509911, 48.8214015729995], [2.332498421042255, 48.82139742821262], [2.33251969577159, 48.82143880968734], [2.332527356894914, 48.821437123840575], [2.332691635195555, 48.82139996451099], [2.33263461694493, 48.82128495358907], [2.332627807101037, 48.82128663969697], [2.332527388638548, 48.82108577524717], [2.332520578798913, 48.82108724999446], [2.332508664733887, 48.82106378427731], [2.33247461778042, 48.82107108966425], [2.332467810228235, 48.821057810964916], [2.332389502910764, 48.82107473995049], [2.332396309594248, 48.821088510611105], [2.332363965150552, 48.8210960260339], [2.332375879069971, 48.82111886039838], [2.332369070225365, 48.82112110771146], [2.332468637296423, 48.82132162127621], [2.332461827858526, 48.82132295571877], [2.332481401369013, 48.82136433759951], [2.332462674679992, 48.821368622040694], [2.332463526244335, 48.821371151358115], [2.332289885868913, 48.82140859176939], [2.332178404215041, 48.8211902325527], [2.33218351118431, 48.82118931942193], [2.332168193633066, 48.821158406671714], [2.332163938364602, 48.82115917885879], [2.332146066266645, 48.821125245204826], [2.332087335413386, 48.82113894212604], [2.332085633027002, 48.82113606179098], [2.332040520870056, 48.82114603666938], [2.332042223282144, 48.82114912746052], [2.331979235674359, 48.82116317649175], [2.33199540479721, 48.821197883118515], [2.331991148149509, 48.8211986561911], [2.33200731725167, 48.82122900711007], [2.332009871456691, 48.82122886668498], [2.332054122369371, 48.82131802313419], [2.33208731228622, 48.82138125426572], [2.33208390732681, 48.821381886398996], [2.332098373062105, 48.821411886920124], [2.332102630160793, 48.82141097354276], [2.332106884749151, 48.821419825634464], [2.332116244914264, 48.82143914626165], [2.332088156811534, 48.82144546851911], [2.33207453792815, 48.82144855917035], [2.332072835024451, 48.82144518687144], [2.332070282662369, 48.821445607915166], [2.332029425094012, 48.82145495090419], [2.332027723524174, 48.82145530205097], [2.332029425526531, 48.82145874449721], [2.332014954932809, 48.82146197608373], [2.331984311745447, 48.821468929799344], [2.331786838003928, 48.82151339361059], [2.331757046858823, 48.82151985647016], [2.331742576705586, 48.821523157278556], [2.331740874720065, 48.8215197148284], [2.331739172683274, 48.821519995816715], [2.331697464229054, 48.82152961904104], [2.331695761292601, 48.821529970175426], [2.331697463249, 48.821533202170805], [2.331682993513161, 48.82153636357021], [2.331653201917209, 48.821542965805534], [2.331642990662401, 48.82152385623754], [2.33163873527137, 48.821515284732286], [2.331591931102845, 48.82142156120108], [2.331545978768633, 48.82133184285367], [2.331551086185141, 48.82133057809423], [2.331536619439759, 48.82130078885188], [2.331531511589112, 48.82130219391181], [2.331514492428902, 48.82126783862706], [2.331453207476947, 48.821281535348504], [2.331451505674061, 48.82127956788013], [2.331405541594826, 48.82128989391112], [2.331406393067425, 48.821292001426094], [2.331345108072299, 48.82130590944658], [2.331362127545469, 48.821339913997775], [2.331357020123463, 48.821341178749165], [2.33137233804395, 48.82137096737585], [2.331377445045036, 48.82137005427966], [2.331486368488856, 48.82158757159255], [2.33130421443165, 48.82162859287912], [2.331285493683701, 48.821593955543406], [2.331279534938166, 48.82159479821752], [2.331179971187223, 48.8214008177139], [2.331154436246311, 48.8214064372261], [2.331145926593889, 48.8213896449429], [2.331136562910831, 48.821391331071226], [2.331101667406596, 48.821378964545445], [2.331067619210625, 48.821386971942], [2.331049743234491, 48.821410928596336], [2.331039527958595, 48.821413807929204], [2.331047186288375, 48.82143017814421], [2.331022503036737, 48.82143586804769]]], ""type"": ""Polygon""}";5463;14;750039176
