N_SQ_CA;NUMEVP;TEXTE;geo_shape;geo_point_2d
20;62;20-62;"{""coordinates"": [[[2.403060651079085, 48.87278940048401], [2.403371772534332, 48.872883784404806], [2.4033989829297813, 48.87284302014394], [2.403087014421373, 48.87275130668321], [2.403060651079085, 48.87278940048401]]], ""type"": ""Polygon""}";48.8728173644,2.40323119973
20;62;20-62;"{""coordinates"": [[[2.403028851717359, 48.871941430932445], [2.402891966086158, 48.87216021715875], [2.402807790916039, 48.872293190037084], [2.402757627215524, 48.872373310524225], [2.402864455741434, 48.87240148092295], [2.402903983322276, 48.87233949006995], [2.403052574727561, 48.87209704860207], [2.403066965380017, 48.87210055582404], [2.403081853082948, 48.87207734540991], [2.403269470523708, 48.872124694603045], [2.403312749116317, 48.87207116884777], [2.403370708592749, 48.87208638040385], [2.4033953571073, 48.87204119211355], [2.403028851717359, 48.871941430932445]]], ""type"": ""Polygon""}";48.8721303315,2.40303905605
8;56;8-56;"{""coordinates"": [[[2.307695188331935, 48.86650451673904], [2.307699716370941, 48.86643059768312], [2.3076886424991763, 48.866427363427555], [2.307679273178627, 48.86642511302428], [2.307675865939361, 48.866424338762464], [2.307663089091235, 48.866420823050575], [2.307651163456597, 48.86641695611973], [2.307640942095053, 48.86641358109699], [2.307553561356547, 48.86646106116659], [2.307551869129566, 48.86646509843976], [2.307561683054903, 48.86646323151436], [2.307569351434304, 48.86646330375928], [2.307573610749094, 48.86646386711035], [2.30758498405189, 48.866465393449204], [2.307585838717138, 48.866464269712594], [2.307676330119196, 48.86649024023427], [2.30767544630587, 48.86649160842537], [2.307681085799457, 48.86649366367953], [2.30768884782269, 48.86649828086107], [2.307695188331935, 48.86650451673904]]], ""type"": ""Polygon""}";48.8664536147,2.30764548756
20;112;20-112;"{""coordinates"": [[[2.402132145914453, 48.856037705706434], [2.401884064535071, 48.85586832039222], [2.401782790855397, 48.85593280277169], [2.401965227126169, 48.85605663026166], [2.402030869864628, 48.856101205287914], [2.402132145914453, 48.856037705706434]]], ""type"": ""Polygon""}";48.855984886,2.40195734247
20;104;20-104;"{""coordinates"": [[[2.3901818273092372, 48.85927911559244], [2.390132244972035, 48.85943659642373], [2.3902229338008762, 48.85945276293562], [2.390248872598547, 48.859393407002024], [2.390185610176339, 48.85938166115691], [2.390214971119301, 48.85928437028419], [2.3901818273092372, 48.85927911559244]]], ""type"": ""Polygon""}";48.8593838993,2.39018695313
16;97;16-97;"{""coordinates"": [[[2.265824262221892, 48.85359866234037], [2.265860915770199, 48.85357704622342], [2.265703513084322, 48.8534629235083], [2.265587594311052, 48.853522427979826], [2.265490426164241, 48.853573092492], [2.265660598500657, 48.8536920712591], [2.265697252198446, 48.85367122774632], [2.265824262221892, 48.85359866234037]]], ""type"": ""Polygon""}";48.8535766754,2.26567770942
15;116;15-116;"{""coordinates"": [[[2.294383780422243, 48.85178014344279], [2.294467198746482, 48.8518354657839], [2.294534518912331, 48.85179179135723], [2.2945302632651092, 48.85178813644574], [2.29445280635441, 48.85173499427483], [2.294383780422243, 48.85178014344279]]], ""type"": ""Polygon""}";48.8517853985,2.29445957118
16;110;16-110;"{""coordinates"": [[[[2.260915348572151, 48.84556061610894], [2.260877960723537, 48.845507337629996], [2.260934190074633, 48.84549037305252], [2.260934196451264, 48.845486368200504], [2.260934216781557, 48.84547301988721], [2.260931845835202, 48.845352810823485], [2.260684028908365, 48.84535903847703], [2.260645648162031, 48.84539786449537], [2.260743351622906, 48.84554638035144], [2.260790080307315, 48.845616667898334], [2.2609246894587463, 48.845577343623646], [2.260915348572151, 48.84556061610894]], [[2.260839636287786, 48.84550885821632], [2.260804742679016, 48.845495415597185], [2.260797065519724, 48.84550377096862], [2.2607681307310328, 48.84549215939894], [2.260775806530797, 48.84548380402086], [2.260742616878655, 48.845470222616584], [2.260817684263201, 48.84538624646925], [2.260851725787672, 48.845399618167896], [2.260859401764029, 48.845391824890875], [2.260888337784162, 48.84540315494474], [2.260880661551091, 48.845411158674345], [2.260914704579088, 48.8454248109671], [2.260839636287786, 48.84550885821632]]]], ""type"": ""MultiPolygon""}";48.8454666464,2.26080355546
14;95;14-95;"{""coordinates"": [[[2.338125918239438, 48.838815260645845], [2.337854328931519, 48.838396265102226], [2.337833179318642, 48.83836196127921], [2.337750342578789, 48.83838625507786], [2.338037292194473, 48.838842633513025], [2.338051085879087, 48.83883705102927], [2.338125918239438, 48.838815260645845]]], ""type"": ""Polygon""}";48.8386045132,2.33793833235
5;22;5-22;"{""coordinates"": [[[2.347294377623697, 48.84303324099278], [2.34736808291739, 48.84305537710757], [2.347429853174441, 48.84305664131931], [2.347747419430711, 48.84315431809186], [2.347903193832261, 48.84289969529217], [2.347646869637737, 48.84283880944945], [2.347652828416383, 48.8428239844713], [2.347445906212406, 48.84282175600416], [2.347294377623697, 48.84303324099278]]], ""type"": ""Polygon""}";48.8429716534,2.34760649025
15;22;15-22;"{""coordinates"": [[[2.286431643000046, 48.83667190228284], [2.286641841546577, 48.83677421688147], [2.286668222093271, 48.83678666414849], [2.286864804870715, 48.836882650091], [2.286894634623545, 48.836854208967324], [2.2867899699104512, 48.83679311106109], [2.286803605524085, 48.836780330422656], [2.286584896929827, 48.83667393705962], [2.286482770474096, 48.83663040348929], [2.286431643000046, 48.83667190228284]]], ""type"": ""Polygon""}";48.8367488976,2.28665883825
14;55;14-55;"{""coordinates"": [[[2.33170121034364, 48.83707228903395], [2.331993803673298, 48.83712093073318], [2.332019986023001, 48.837060283213994], [2.332186360845421, 48.83708741621709], [2.332128910812544, 48.83725834336257], [2.332184508691499, 48.83727164336204], [2.332139370760662, 48.83739971865813], [2.332069791263562, 48.837386542026195], [2.331994016352608, 48.837599945538386], [2.331879940153499, 48.837580441464326], [2.331911142210935, 48.83749990641343], [2.331738441878459, 48.837470641277164], [2.331808998122273, 48.837292846229936], [2.331631079099032, 48.837259116089925], [2.331493957243481, 48.83762689938037], [2.3315441908307513, 48.83763631589814], [2.33158335290966, 48.837681351170396], [2.331639541354957, 48.837746902621966], [2.3316446480817072, 48.83775399839221], [2.331666783256994, 48.83778027570097], [2.331693174798554, 48.837811329047675], [2.331873687877424, 48.83773658456029], [2.331886459033765, 48.83774564777836], [2.332201505169554, 48.83761266637801], [2.332646823219236, 48.837424326399365], [2.332266268660053, 48.83703804627926], [2.3322185866680742, 48.837057926852545], [2.332170060616323, 48.83700916736011], [2.332216890923403, 48.836988022034845], [2.3317596811134402, 48.836915992400584], [2.331745203548626, 48.83695343768976], [2.33170121034364, 48.83707228903395]]], ""type"": ""Polygon""}";48.8373887142,2.33202828749
14;7;14-7;"{""coordinates"": [[[2.338619378348498, 48.82923774179044], [2.3386312975739862, 48.82927673353186], [2.338550424816856, 48.82928783514414], [2.338557235524953, 48.82931094896185], [2.338581926923871, 48.82940136831953], [2.338602357981055, 48.829399400157826], [2.338604911237383, 48.82940698790953], [2.338615980145741, 48.829446541549835], [2.338595548332318, 48.829449212121084], [2.338638970518816, 48.829607919299136], [2.338768366964535, 48.829592038628974], [2.3387870955355012, 48.82957609014385], [2.338691738746849, 48.8292445553701], [2.338662794593024, 48.82923240126101], [2.338619378348498, 48.82923774179044]]], ""type"": ""Polygon""}";48.829429527,2.33867047786
13;86;13-86;"{""coordinates"": [[[2.358011038834855, 48.83326995734913], [2.357457798801943, 48.83344040834112], [2.3575079740266283, 48.833507767233634], [2.357513149700988, 48.8335060934291], [2.357514784595145, 48.83350829577294], [2.358051932371462, 48.83333704405642], [2.358051079746553, 48.833334373749366], [2.358057039245579, 48.83333254673848], [2.358011038834855, 48.83326995734913]]], ""type"": ""Polygon""}";48.8333898041,2.35775596905
14;70;14-70;"{""coordinates"": [[[2.322815631772159, 48.83027729323916], [2.3227764824781723, 48.83023773469018], [2.322733059669812, 48.83025733081747], [2.322733910547411, 48.83025831505545], [2.322618118233443, 48.83030790108336], [2.322617267345536, 48.830306917743854], [2.322616415107275, 48.83030593349736], [2.3224793371926182, 48.83036570477048], [2.32248018803522, 48.83036732037134], [2.322428250706849, 48.830390288476025], [2.322380571010521, 48.83041079660668], [2.322327782180697, 48.830433974793564], [2.322326080805178, 48.83043292097868], [2.322037468071206, 48.83055898575522], [2.322154889316446, 48.83067252647388], [2.3228941532905782, 48.83035069242927], [2.322815631772159, 48.83027729323916]]], ""type"": ""Polygon""}";48.8304554482,2.32246488479
13;38;13-38;"{""coordinates"": [[[2.358967087277739, 48.82933481517959], [2.3591944326953422, 48.8294447910409], [2.359199540401398, 48.82944450902404], [2.359204648469699, 48.82944408670686], [2.359209756411323, 48.82944345303626], [2.3592157146022332, 48.82944246866884], [2.359221672804074, 48.829441483401816], [2.359226780832146, 48.82944028852257], [2.359231887871212, 48.82943895243628], [2.359236143523238, 48.82943761628521], [2.359239548777082, 48.829436421276135], [2.359243804279969, 48.829434875570186], [2.359248911415793, 48.82943297737597], [2.359253166791351, 48.82943122031653], [2.359256571153191, 48.82942932199296], [2.359260825763639, 48.82942707297241], [2.359265081598001, 48.829424613505125], [2.359268486683332, 48.82942243458088], [2.359271890757292, 48.82942011624839], [2.3592752938530133, 48.82941765580977], [2.359278698161687, 48.82941498582373], [2.359282101940462, 48.82941147222343], [2.359286356105101, 48.82940781837983], [2.359288909496739, 48.82940444502248], [2.359291461417574, 48.82940163466436], [2.359293163549374, 48.82939847259592], [2.359295715440067, 48.82939488877721], [2.359297415836031, 48.829391867900874], [2.359298266805315, 48.82938835501404], [2.359299968074069, 48.82938526309186], [2.359300817445741, 48.82938210185109], [2.359301667287558, 48.82937823730359], [2.359302516853305, 48.82937395184826], [2.359302514074006, 48.82937029858243], [2.359302513697747, 48.82936755819256], [2.359302511948282, 48.82936481869467], [2.359302510807077, 48.82936158634393], [2.359301657672122, 48.829358846781886], [2.359300805496517, 48.8293554749661], [2.359299952291232, 48.829351189382365], [2.359298248006355, 48.82934809810271], [2.359297394969046, 48.829344796433325], [2.359294839120768, 48.82934072207437], [2.359076008901993, 48.82923320414354], [2.359065791229662, 48.82922941249279], [2.358958574159954, 48.829332428482594], [2.358967087277739, 48.82933481517959]]], ""type"": ""Polygon""}";48.8293429308,2.3591420764
13;104;13-104;"{""coordinates"": [[[2.37352239424446, 48.82329351592759], [2.373447472166453, 48.82327204202072], [2.373429615537852, 48.82329607512082], [2.373419410554054, 48.82330914624399], [2.37338964848172, 48.823349131244356], [2.373471373175773, 48.82336252395862], [2.373551394817038, 48.823375846537424], [2.373618647230488, 48.823386784484875], [2.373633970569803, 48.82338937850454], [2.373804230710048, 48.823417284752196], [2.373822935805146, 48.82338882571657], [2.373795690743804, 48.82338075504933], [2.373673938493941, 48.823337025618976], [2.373599017652892, 48.82331555181502], [2.37352239424446, 48.82329351592759]]], ""type"": ""Polygon""}";48.8233488974,2.37358703987
13;82;13-82;"{""coordinates"": [[[2.353712020303558, 48.832387517849746], [2.353700276569514, 48.832366919062885], [2.353764973918286, 48.832347869226], [2.353703640559944, 48.83224073845455], [2.353523170017531, 48.83228516784413], [2.353455067072569, 48.832301898551556], [2.353442290102893, 48.83228201814515], [2.3533869570834263, 48.832296569418865], [2.3533823494890562, 48.8322980221747], [2.353442134632551, 48.83240526705362], [2.353450678405272, 48.83241387974409], [2.353459266450792, 48.83241892307156], [2.35347437810589, 48.83242114616081], [2.353519835647738, 48.83241782227409], [2.353546856008775, 48.832449417509835], [2.353712020303558, 48.832387517849746]]], ""type"": ""Polygon""}";48.8323425485,2.35357857351
15;51;15-51;"{""coordinates"": [[[2.2797819465282902, 48.835254803438794], [2.279668905842093, 48.8350850086291], [2.279276636919981, 48.835175683319044], [2.279308219911206, 48.83523774347008], [2.279418481320242, 48.835214611204464], [2.279482175837043, 48.83532231020111], [2.2797819465282902, 48.835254803438794]]], ""type"": ""Polygon""}";48.8352028655,2.27955203373
13;79;13-79;"{""coordinates"": [[[2.360414999516776, 48.834456941748535], [2.360177420704418, 48.83436790714552], [2.360032738111874, 48.83447985453664], [2.360294161421742, 48.83458174120797], [2.360414999516776, 48.834456941748535]]], ""type"": ""Polygon""}";48.834472845,2.36022910118
14;164;14-164;"{""coordinates"": [[[2.340335404440493, 48.81866163512879], [2.3401396173116122, 48.818704998722374], [2.340175797563487, 48.81877752044642], [2.340232594503839, 48.81888743622486], [2.340429214523467, 48.81884750732249], [2.340335404440493, 48.81866163512879]]], ""type"": ""Polygon""}";48.8187752948,2.34028428406
13;47;13-47;"{""coordinates"": [[[2.344393975275138, 48.83711348971516], [2.344358417163126, 48.83711080087043], [2.344211694112873, 48.83716979100852], [2.3444330672770892, 48.83739806059463], [2.344585706037398, 48.837333463575426], [2.344581078607026, 48.83731216818002], [2.344393975275138, 48.83711348971516]]], ""type"": ""Polygon""}";48.8372493542,2.34440497568
16;160;16-160;"{""coordinates"": [[[2.266889808776753, 48.84259363772558], [2.266763121367612, 48.84249109924872], [2.266686046914674, 48.84252308421008], [2.266387121646753, 48.84265071139142], [2.266502318547266, 48.842771416343915], [2.26679548797416, 48.84263531660933], [2.266889808776753, 48.84259363772558]]], ""type"": ""Polygon""}";48.8426279945,2.2666331094
13;30;13-30;"{""coordinates"": [[[2.375472396191495, 48.82886850107835], [2.3754120928711853, 48.828860652124774], [2.375386158628659, 48.828858885220406], [2.3753541142688332, 48.828851373590325], [2.375324551934789, 48.828843059185914], [2.375296234835137, 48.82883393464929], [2.375271614279318, 48.82882564604475], [2.3752467591096362, 48.82881317862905], [2.375216303557114, 48.82880006138457], [2.375191762631612, 48.82878524464169], [2.375172155049049, 48.82877127029726], [2.375156284504521, 48.8287548664856], [2.3751477510648, 48.82874503044339], [2.375152840879727, 48.828732816589884], [2.3752772482067672, 48.828664921812646], [2.375302103342456, 48.828653627827144], [2.375346750440752, 48.82864080485364], [2.375360442081394, 48.828632716367004], [2.375389120815783, 48.82861164907647], [2.375421438742852, 48.828596314492195], [2.37545612137067, 48.828589967077285], [2.375497717325158, 48.82858906187541], [2.375705516231661, 48.828302401801736], [2.375566549596105, 48.82825738943081], [2.375509157026682, 48.82835708101501], [2.375475048798644, 48.82834619498487], [2.375450024197472, 48.82838529490027], [2.37528235701289, 48.828341808746735], [2.374887910563804, 48.828769074413536], [2.375435139768864, 48.82895402020668], [2.375472396191495, 48.82886850107835]]], ""type"": ""Polygon""}";48.8285855477,2.37529333973
